,content,label
6885,"cái cách nói chuyện của bà này rất khó nghe. nói dài dòng mà toàn nói linh tinh trên trời dưới biển gì đâu, chẳng nói vào đúng trọng tâm gì",1
6886,Má 🙂 Kiều Oanh Nguyễn Thị,1
6887,Đéo ai bắt xem ??=}},1
6888,Chi ba de thuong qua ha,0
6889,Con người yêu đỏng đảnh thật nhỉ,1
6890,Cái giá của 1 tỷ Nhân Dân Tệ của nó !!!,0
6891,"Mọi người cứ yên tâm ở Việt Nam Covid-19 rất khó lây, nó chỉ dễ lây khi đứng đối diện, nói thẳng bắn nước bọt vào mặt nhau thôi. Mà người Việt lại hay nói sau lưng",1
6892,"Đéo hiểu nổi style kiểu gì? "" con c* hưng phấn "" hay gì?",1
6893,"Những thằng đàn ông có vợ còn đi thả thính và những con đàn bà trơ trẽn thông dâm với chồng người khác thì rồi cũng không có được cái kết tốt đẹp đâu. Gieo nhân nào ắt gặp quả đấy, sinh con đẻ cái có khi còn không có lỗ đít để đi ị í :))))",1
6894,Coi chừng bị nghiệp quật,1
6895,bắn chết mẹ nó đi,1
6896,♡,0
6897,Đụ mẹ. Mang tiếng việt kiều. Có cái loz thúi rùm. Có quần què gì,1
6898,"Hào Quang chán,tết trực ko cậu ơi",0
6899,giống con cặc🤣🤣,1
6900,Má thuộc loại nhiều chuyện. Trai không ra trai.gai không ra gái.ma bay đặt lên làm live chim ma.,1
6901,Dạng háng chờ gánh,1
6902,Cô nói con cười chết,0
6903,Buồn giúp HQ nhiều quá :(((,0
6904,live tiếp đi a làm top 1 nữa,0
6905,Ai đó làm ơn chỉ mình edit Font chữ như kia vớii,0
6906,Biệt tài trả lời xong chẳng biết trần dần nói gì. Vũ Hoàng Lân thiếu người để kiếm viu đi phỏng vấn người điên.,1
6907,Đan Nguyễn nhưng ở đây k liên quan b à 🥴🥴.,0
6908,Dờ.... đéo phải đờ nghe chưa thằng hl :3,1
6909,nhìn cứ tưởng anh em sinh 3,0
6910,Vương Thị Ly nghe a Độ chia sẻ bí kíp để có bộ tóc đẹp l lộn kìa :)))),0
6911,nghe hư trúc nhưng rất mộ dung phục,0
6912,Catherine YangYến Đỗ a thề là a ứ có bệnh nha. Cho a về đi,0
6913,nhìn có vẻ mắt iphone nhưg thật ra là mắt mixi 🤣,0
6914,4 cái hoa.trend,0
6915,Đó là biểu hiện xl mà những thằng xl y như v sẽ có kết cục ntn đây 😌,1
6916,"Đm cả ngày trương lone đánh bài với đám bạn, mặc đồ chi cho đẹp đúng không cả nhà?",1
6917,cái đệch nó nhét tiền cho lòi họng rồi,1
6918,Quyền riêng tư của người ta mà mỗi người một số có ai muốn vậy sao khi dễ người ta. Bạn đã sai,0
6919,Bố m đéo sợ ok,1
6920,Câu chuyện về 5 thầy trò và những đồi giày bạc tỉ :)),0
6921,:>> củng là hoa chắc,0
6922,"AE NÀO ĐAM MÊ KÈO BANH BÓNG THÌ QUA TƯỜNG ÔNG Tuấn TommyTHAM KHẢO KÈO, KÈO LÊN HAY VKL, CÓ LINK FB CHO AE NÀO CẦN THÌ VÀO",0
6923,Nói xấu vợ là cứ phải ngó ngó nghiêng nghiêng nhìn trước nhìn sau :))))),0
6924,Ả duconme 😂😂😂,1
6925,Nhìn tướng của nhà tiên tri mà tôi thấy bần tiện lưu manh thế nào í,1
6926,Già rồi còn đéo gì mà ráng nhoai lên chứ địt cụ,1
6927,Fan thầy lắm đấy 3 heo à,0
6928,"đây là nhà của thần tượng cho những ai cần AMEN.https://www.google.com/maps/place/572+L%C3%AA+Quang+%C4%90%E1%BB%8Bnh,+Ph%C6%B0%E1%BB%9Dng+1,+G%C3%B2+V%E1%BA%A5p,+H%E1%BB%93+Ch%C3%AD+Minh,+Vi%E1%BB%87t+Nam/@10.8175314,106.6891305,21z/data=!4m13!1m7!3m6!1s0x317528ef4626ef2b:0xbaad215491e63c25!2zNTcyIEzDqiBRdWFuZyDEkOG7i25oLCBQaMaw4budbmcgMSwgR8OyIFbhuqVwLCBI4buTIENow60gTWluaCwgVmnhu4d0IE5hbQ!3b1!8m2!3d10.8175667!4d106.6891347!3m4!1s0x317528ef4626ef2b:0xbaad215491e63c25!8m2!3d10.8175667!4d106.6891347?hl=vi-VN",0
6929,e chúc panda của abe iu dấu 20/10 vui vẻ nhé và đừng quên xoá kênh,0
6930,Ngọc Hậu cả khối con chực,1
6931,Ba sạo lồn thì có,1
6932,Lisa cai lậy 😍,0
6933,Cũng đéo làm gì cho đời,1
6934,"đcm cái bọn ""Animal"" ""TAND BT"" ăn tiền nên mới xử như vậy.",1
6935,Khói dm giốg vãi loz khác mỗi cái mặt,1
6936,"1 lũ đu càng,tụt quần,liếm đít giờ đang chửi cs bán nước :))",1
6937,Cô rất là có duyên và đc ông trời cho cái hài hước nữa .,0
6938,"Lũ bán nước thì đang bận bán nước chớ đâu, hỏi cái lồn !",1
6939,"Nhìn cái mỏ nó kìa , già lớn rùi hok phải chửi lộn là hay ,",1
6940,Sẽ bị quạ bắt diều hâu tha 🤣,0
6941,L** mày cho chó nó còn không Liếm nữa có đâu mà mày đưa lộn cho người ta ăn con thú vật đầu thai,1
6942,Quần què là có thật,0
6943,Em còn chưa giận đây :v,0
6944,Ở VN thì biết bọn nó bắn về phía nào rồi đó bác!,0
6945,Việt Nam mình số dzách.. 😗😗,0
6946,Mấy thằng cứ cực kì thuyết phục k chán à hay là k có não vậy !!!,1
6947,Con nay tamthan nangkhung batron,1
6948,Á á dm.,1
6949,"Đừng lấy lí do trời mưa nên ko stream đc nha anh già , anh trốn việc hơi lâu r đấy =)))) kệ con mẹ giải đi , mấy giải Thái Lan ai mà thèm , em chỉ thèm giải ao làng của anh thôi",1
6950,Trung như con CHÓ,1
6951,"Hiếu Đặng Úc nè b , bay qua đi",0
6952,"Đm nó biểu tình rầm rầm đòi mỹ cút khỏi okinawa kìa :v Nhật bản chất đéo khác gì mỹ,mạnh 1 tí là đòi đem ánh sáng đại đông á soi rọi cho các dân tộc man di chả khác buồi gì mỹ ban phát dân chủ cả,có cái đánh nhau thua nên chịu nhục vài chục năm,bây giờ xe tăng,máy bay thế hệ 5,tàu sân bay núp bóng tàu chở trực thăng đóng ầm ầm kia,chờ mỹ cút là vinh quang nhật bổn lại chiếu rọi 5 châu ngay :v",1
6953,Đình Quang Trưởng thành vì có vô chục cái sừng mà mình không biết :)),0
6954,Thái Dương Nguyễn là sao bạn,0
6955,khi k con vb,0
6956,Mấy thằng già làm bộ trưởng này nọ mà đầu óc thua cả 1 bác nông dân,1
6957,Trần Thu Trengg nhìn rất chi là cuteeeee,0
6958,Dung la y nghĩa dan giàu nuoc manh luon,0
6959,"Kệ đi thớt , 1 lũ trẻ trâu",1
6960,Ông Trần Dần nói đúng đấy! Tôi cũng đang nghĩ như ông là Trung Quốc sẽ trả giá rất đắt đối với Mỹ và đồng minh sau vụ đại nạn corona virus này.,0
6961,nghĩ mà chán ...!!!,0
6962,Ba gà,0
6963,Chất khỏi nói,0
6964,Phụng Mỹ e lai dưới lon e lại lên,1
6965,1 đống chiws ít gì,0
6966,"Ủa thế bác dần của tui có nằm vùng bên đó k kk,🇻🇳♥️♥️♥️♥️",0
6967,Bọn nhật nó biến thái lắm,1
6968,❤❤ 😞😞,0
6969,Ca nha oi co 1 ba khung bi tam than .kieu no di cau an cuc di......,1
6970,"Ai làm đc gì ngoài dùng võ mồm ca thán, thơ vịnh vè trào phúng, chửi đổng, AHBP, và xuất phát từ cái tâm vì nước vì dân thực sự? Ai làm gì đó đi chứ, đừng thủ dâm kiểu này mệt lắm :(( Với lại gần tết, ai cũng cố gắng tìm lương tháng 13 mà .. gắng cày thêm job cho tốt. Bên kia mới thưởng tốt",1
6971,Lại Thế Cường rẻ tiền,1
6972,Đợi đợi cl :)),1
6973,Top 1 thịnh hành là điều đương nhiên thôi 😊😊😊,0
6974,Vũ Mai Ly ui thật á,0
6975,Ngực nhỏ quá đi,1
6976,máy ảnh đúng rõ nét :v,0
6977,Mới nêu được thực trang. Nêu được giải pháp thì đáng nể,0
6978,"Cứ chửi bọn tư bổn, mà sao con cái, quan chức ko ở xứ thiên đường mà trốn ở lại xứ dẫy chết là sao.",1
6979,Vũ Văn Hiệp học trò như đách lồn :)),1
6980,Valerie Nguyen tính ra tụi mình có hơi bị nhìu hình kiểu này nè 🙂 Ngọc Thúyy,0
6981,Đã chụp màng hình ... Tiếp theo là báo công an,0
6982,Dang Khoa Nguyen đã bảo nói nhỏ thôi k nghe.ông thấy mấy đứa tự nhục vào sủa chưa,1
6983,Có ai là quan chức mad ko lạm quyền đâu,1
6984,duo với levi khác hẳn so với tiểu levi :)),0
6985,Thằng Trung có con *** to lắm,1
6986,Tìm mọc râu mới thấy cmt anh,0
6987,"Mày chửi LQ xong bị thằng âm binh 11 nó lừa cho hơn trăm triệu, nhục mặt, gậy mày đập vào mặt mày ,đáng đời, chửi người ta làm sao mày gánh hết.",1
6988,Ko còn gì để nói ...!!!,0
6989,"nhìn cái mỏ giống cái L quá, cho nên mở miệng ra là L kg hà.",1
6990,Na Tít Vân Hí pải cty kangaroo ko kkk,0
6991,Lâu lâu xanh đc ván :))),0
6992,"Sẽ có 1 ngày những người ủng hộ tự do, chống độc tài sẽ bị đám cầu thủ đỏ chửi bới, tục tằn ko khác gì đám bò đỏ chửi",1
6993,Fb a tống hạo linh e,0
6994,"Nãy vào tường nhà "" con "" này. Đọc vài bình luận trong đấy,rồi tự nhủ "" hoá ra khi qua tuổi trưởng thành thì con người suy nghĩ thật kinh tởm,dù là chung dòng máu"". Lòng người khó đoán thật,cái gì cũng có thể nói được. Đọc nhiều khéo bị tẩy não cũng nên. Ahihi !!",1
6995,Thích quảng cáo k :))),0
6996,"Bói ra ma, quét nhà ra rác",0
6997,Pé Nguyễn : mày bị não phẳng à. Tao chửi bọn nhai đi nhai lại. Chứ fan cứng đi chửi boss bao giờ ? Hay thì share. Thuyết phục con cặc nè,1
6998,Người ta có j người ta có đừng có tức mà nói người ta,0
6999,1 ty ma ko bang mieng vai chui lon con nguoi an noi biet la do vo học ko co dao dục  thu do se bi qua bao se chẹt tham  ...,1
7000,Tẩy chai các sản phẩm của Tân Hiệp Phát..,0
7001,Hôm nay bỏ liêm xỉ ra xin 1 like AVATAR ạ !!,0
7002,"Thân Thị Bích Quyên cái này là những con người phá nc, bán ns",1
7003,Má nó mới chết mà nó tạo nghiệp ghê thiệt.,1
7004,Báo công an đi rồi quản lý thị trường hốt em luôn thể.,0
7005,Đúng là bọn mắt híp lò xo thụt :))) bên việt nam t cái này ra cách đây 10 năm r và bọn t gọi là cái L :))),1
7006,Đt xịn chụp đẹp quá thầy,0
7007,:))) ăn ở thôi abe,0
7008,Bà chị tao để quên tiền ở quán bị giấu đi. Dm ra báo công an nó đòi cưa đôi vkl,1
7009,Nhìn mặt là biết lòng dạ con mụ này thế nào rồi🤮,1
7010,Đụ mẹ a be,1
7011,Giúp e làm đẹp với . E ko có điều kiện. Ko có khả năg nhưg thấy có người đẹp e rất thích,0
7012,Nguyễn Trọng Hiệp cấy tội xl,1
7013,"Không phải ai khuyết tật cũng bán vé số hay ăn xin , vẫn có thằng khuyết tật đầu ngoẹo sang một bên vẫn được làm quan thái thú cai trị một dân tộc đó !",1
7014,Chấm hỏi,0
7015,"chửi cái qq gì, ko làm đúng quy trình thì bị loại đúng rồi",1
7016,2013 :)))))),0
7017,Nhìn con này thấy gê quá,1
7018,"mấy lần trước ko ý kiến, lần này chửi thẳng luôn: AD NGU",1
7019,Rồi sao mày làm đc củ c gì ... hay viết đọc cho hay?,1
7020,"Đi qua Ý cách ly đi anh à, đúng chuẩn Châu Âu 🤣",0
7021,Chuyển sang showbiz r,0
7022,"Đinh Nhật Uy cho ra lò ""chuyện vui cuối tuần "" vui thật !! vì chỉ xin đi phụ bếp mà đòi phải biết 29 thứ tiếng thì gắt quá! Chỉ có bác hù mới đủ thông minh để đáp ứng sự đòi hỏi này vì nghe nói bác củng biết 29 thứ tiếng,phải công nhận bác sáng suốt qu",1
7023,Nhị Thắng vãi cả đc lên fan cứng. 🤣🤣🤣,1
7024,Thôi a ơi Nhím khóc đấy,0
7025,Thảo Vi căng bạn ơi 😭😭😭,0
7026,"ĐM. DN nào cũng đóng thuế cả nghìn tỉ. Thế có nghĩa là DN nào cũng đc phép làm ăn bố láo à? Mà tiền thuế đó ở đâu? Cướp ra chắc. Do người tiêu dùng, làm ăn sai thì tìm cách đẩy người tiêu dùng vào tù. :v",1
7027,"Chơi với thằng nào cũng được,trừ thằng tàu cộng ra,ok",1
7028,Ai dè 0155 rồi nên tính làm 0175,0
7029,Hay quá chị ơi,0
7030,Hải Linh Đồng Ánh Thùy Nguyễn Ngọc Đồng Thị Ngọc đỡ 1 khoản,0
7031,"Ây za, cẩn thận ko lại bóc 7 quyển!",0
7032,Cũng muốn mặc đồ hàng hiệu của dân chơi Cao Bằng :<< ahihi,0
7033,Tôi đã thấy chó cs trên đất dân.,1
7034,Con điên con hâm con chập cheng,1
7035,Nghiệp nha Tiết cưng,0
7036,trả fan cứng lại cho iem =((((,0
7037,6 tuổi xinh quá các bác ạ ♥️♥️,0
7038,Về lập kênh mới à ?,0
7039,Ngô Duy Tân bạn là người làm trong cty st à,0
7040,Chị xinh quá em tức quá chị,0
7041,Mấy thằng k chịu tìm hiểu đọc được cái tít cắt xén của thằng ad rồi vào sủa :) bây giờ cmay thích đánh TQ nhưng thằng nào dám ra mặt trận hay chỉ ngồi nhà gõ phím cho sướng tay ? Ai cũng ghét TQ nhưng cắt đứt với nó nước mình được lợi gì? Ở thế trung lập không theo nước nào mà cũng không quay lưng với nước nào há chẳng phải là kế sách đối ngoại khôn ngoan?,1
7042,Chị ba vàng Ngọc là má mày mà chưởi gi chị ba về Việt Nam! Em có bảy miếng đất em cho chi một miếng mà con đĩ hiếu ngu,1
7043,Chua soi hay sao mà con chui túc  tiêu qua  tay chay luon di  moi xl do  vua xong  la chui nua  dung la ngua quen dương cu,1
7044,"Đmm chúng nó cứ giết người kiều này, có ngày người nhà người ta đánh bomm chết cha lũ bác sỹ như mày.!!!",1
7045,Đặng Tiến Hoàng sếpp,0
7046,Anh cho hỏi tối nay bắn đúng ko ..... Mấy h vậy mấy bác,0
7047,có mặc quần ko a,0
7048,Tôi gồng này :)),0
7049,Thanh Trà Trương ?,0
7050,Chị ba tiền chị như miếng giấy chùi lol em ne mặt chị xấu hơn lol em nữa ne chị ba chị sủa nhiều vậy em ko cần đồng tiền vơ bẩn của chị,1
7051,Trần Dần bị đồng tính thôi,0
7052,Mầy lên mạng xã hội mà mầy vỗ lồn con nầy quá trời sao ko ai dám làm gì nó hết dậy trời tức muốn ói máu,1
7053,ra biển team up xem có mở rộng nuôi tôm ngoài đó được k đó mà,0
7054,Đài Loan chửi láo quá thì an tâm nhé ko ai đánh đập đâu mà mấy nghìn quả trứng vào nhà luôn. Các bạn nào gần nhà linh cá lóc cho mấy nghìn quả trứng vô nhà nó cho nó biết thế nào là lễ độ.,1
7055,Nguyễn kim chuẩn bị được buff cực mạnh rồi Nam Nguyen,0
7056,Lương 7-8 triệu được ăn mì tôm Thái đã là cả 1 giấc mơ :'(,0
7057,"@AK47 AK47 ổng ko đồng ý thì kệ mẹ ổng,thích thì lấy hình ra chế giễu kêu ổng về kiện đi",1
7058,Hahahahahahahaha,0
7059,Bà điên đi lang thang,1
7060,Nó đéo phải như trong phim mà còn phải đợi xem xét tình cảm như thế nào đây là ngoài đời nhá đợi đợi ccc,1
7061,Đình Quang thô nhưnh thật quá bác ạ =))),0
7062,Nhìn bê tha vl,1
7063,Cảm giác ông cố nội tiệp lúc này :))) trong đó thiếu quần xì của Ngọc Trinh hửi nên buồn phải rồi 🤣,1
7064,Đụ mẹ chị Witch của tao =)))),1
7065,":)) làm loạn không phải cách hay, giờ giả sử phá hết đó nó bắt đền bù ngược lại thì dân mình ko những còn ko đc đền bù mà còn chịu thiệt, hơn nữa mình tưởng những người công giáo sẽ ôn hòa chứ tức nước vỡ bờ thì cũng một ruột với lũ công an '' lỡ vuốt má '' à. cứ như buổi đầu của phong trào công nhân họ nghĩ họ chịu cực khổ vì do máy móc nên họ đập phá máy móc vậy",1
7066,Cô đáng yyyyyêu quá,0
7067,TPHCM nhé. Sài Gòn không như vậy.,0
7068,Còn ban sáng họp giao ban của CỤC CỨC,1
7069,"<(\"")",0
7070,"Nghe đâu mỗi năm mất gần hơn 900 tỷ để duy trì cái xác ấy sống mãi trong sự nghiệp cướp bóc của chúng nó. Kinh , xác cha già chúng nó mà chúng nó cũng ko tha, xơi luôn.Bao nhiêu năm rồi nhỉ?!",1
7071,Mixi mixi mixigaming - đitconme vô lý,1
7072,Được anh,0
7073,Bạn trẻ ở trên là acc của ad hả :)) nó chửi ad chứ có chửi m đâu kệ mẹ chúg nó đi,1
7074,Điz mé thanh niên,1
7075,Trung đa cấp,0
7076,@Hoàng Phúc Lê bik đâu bạn chưa gặp nên chưa bik,0
7077,Huy Mikochi in ở đâu v ta. Ib cho ai bh,0
7078,nghe bảo kp bị gay,0
7079,tiền này coi cái mặt hồ còn gớm hơn... và phải có tiếng Tàu vào mới chịu được,0
7080,MH nay đẹp hú hồn luôn hà,0
7081,Con đỉ chó xl này nó ở vn nó chết me lien,1
7082,Trưởng thành vl,1
7083,Bui Hoang My Trang điiii,0
7084,nghe hok có zui,0
7085,Kiệt Phạm abe giữ vd ko che rồi,0
7086,Bán kênh đi thầy,0
7087,Anh ba tư duy cao y như bò cube😂,1
7088,Nguyễn Trang nói thật mị 🤣,0
7089,Nguyễn Văn Chung ai thế,0
7090,Jaha,0
7091,Đầy ng cmt sao a k hỏi 😆,0
7092,Nhà Linh cá lóc ở Hậu Giang sao Chị đi Sài Gòn làm gì ở trên,0
7093,Coi chừng nha Abe đừng gáy như yásuo nhiều quá nha,0
7094,Tao thấy nhiễm covid này toàn bọn nhiều tiền và thích đi du lịch đấy..,1
7095,Trường Quang Thái,0
7096,Má bữa giờ tao tưởng ông ba là ng cha mẫu mực,1
7097,Về bản làm 1 bộ như tộc trưởng em ưi Thụy Hân,0
7098,Cho liếm hậu m*n cái abe :)),1
7099,Captain lấy bỉm của cáo mấy đứa ạ!!,0
7100,"Thái Lan hèn thật, người ta là đội ngũ tiên phong của giai cấp công nhân, là đảng của dân do dân và vì dân mà chơi cấm người ta, sao không đem ra ..... bắn mịa nó hết cho nhanh",1
7101,chuẩn nhá,0
7102,Đập đá ít thôi thầy,1
7103,Nhỏ thì muốn lớn thật nhanh,0
7104,Minh Khang Cùng câu hỏi với bác,0
7105,cúng cô hồn cho tụi nó đi r xây tiếp,1
7106,Chừng nào cái bọn súc sinh này mới tha cho dân VN đây,1
7107,Kiều bào ở usa thật may mắn khi có được ông trần cọp để giải trí!!!,0
7108,Đm người ta ở tù mà bản mặt thằng phía sau cười như trẩy hội vại á,1
7109,ông làm bố tôi hơi lâu rồi đấy' Tùng sói said,0
7110,Gặp du học sinh Ma Cao Bằng tắt nắng hết,0
7111,Nói như shjt làm nô lệ cho bọn nào cungz khổ cả ... Tự thân vận động,1
7112,Con nay ban do nhu vay ma cung  co nguoi mua nua ha toi,1
7113,kho than ta sinh ra nham dat nuoc nay` =)),1
7114,13:20 chời qươi nhắc chi zậy ông nội Tuân này,0
7115,"từ từ đừng cmt nhanh quá, từ từ nghệ sĩ nỗi noi vào 1 2 câu rồi cái tụi mầy lại dơ cái tánh chó ra tung hô à, lũ đa nhan cách :))))))",1
7116,Trường hợp này có cho tao cũng đéo húp Levi said,1
7117,ngủ đi thầy ơi,0
7118,Du ma tu thg cho giu xe den thg suc vat chuyen hanh ly,1
7119,Lấy búa liềm TQ để treo nữa chứ :),1
7120,Ad ngày càng thể hiện bản chất xàm loz tốt hơn trước :))),1
7121,Tình đồng chí thật kiên trung!Sách lịch sử dạy giặc tra tấn dã man thế nào cũng không mở mồm có #,1
7122,: D,0
7123,"1 quốc gia không có đường để ĐI, SỐ BOT thật chóng mặt",0
7124,Ý thức của chị Nhung còn ít hơn cả nhân bánh mì của t :)),1
7125,Cln lồn này xàm lồn,1
7126,Có bác Đam là yên tâm quá.,0
7127,Đậu rồi má hay đậu má rồi các bạn nhỏ ??? :))),1
7128,Ai muốn video ib mình gửi nha 😊,0
7129,Huyền thoại mẹ rồi thầy ơi,0
7130,Cđ châu md quá tr r🤣🤣,1
7131,Ncc,1
7132,má dầu thơm giả sức cho ghẻ người,1
7133,"Tran Dan, ong co binh thuong khong vay ong?, ong nen di gap bac si de tri binh hoang tuong nhe ong, chuc ong khoe va bot di su hoang tuong.",1
7134,Việt Hưng,0
7135,May quá tóc mình đỡ đỡ :((,0
7136,Ông nội nào cũng ở không lắm khi không gọi điện cho bà Linh hỏi người ta đ* không Bởi vậy người ta chửi đâu có quan,1
7137,Ủa nó đẹp chỗ nào vậy,0
7138,"Đúng là mạng của bọn nó là vàng còn với dân đen như cỏ rác, mong rằng trong đám thối nát sẽ xuất hiện 1vị bao thanh thiên tái sinh.",1
7139,Con nầy tới số chửi đến lũ Bắc kỳ,1
7140,mưa gió tối đến chỉ muốn xem stream,0
7141,Co hình ảnh mấy bà nầy mà nhiều ng lấy làm kênh YouTube quá há,0
7142,cho xin facebook của đệ nhất danh hài,0
7143,sao em chưa được fan cứng nhỉ =((,0
7144,Thế mày ăn rồi ỉa k đc cũng tại cs á,1
7145,Trường Giang nói mới tỉnh ra bạn à. Chứ đâu ai ác như chị Nhung bạn nói chết bh mới là mấy người xung quanh kìa haha.,1
7146,Hay kkk,0
7147,"đúng là cái dân Bắc Kỳ, tội này là do Đảng cả - ad cho hay :3",1
7148,Có gì đâu rần rần 🙂,0
7149,thế thì sói lấy gì uống sữa ạ???,0
7150,Dep nhu con gai vay á,0
7151,Lmht2020xthayba nha ae,0
7152,Dong di troi danh khanh dam xe dung be dau . No banh xac . Do thu khau nghiep,1
7153,trong ảnh nhìn đẹp trai mà sao trong clip nhìn hãm loll vậy a,1
7154,em lập xong cho thầy r thầy ơi,0
7155,B52 thích láy máy bay bà già =)),0
7156,ngu thì,1
7157,"Đào Q.Anh Q.Anh Đào câu kia là ông Độ nói, người lớn th cha m",1
7158,Mi Rose đâu cũng gặp thiệt luôn,0
7159,hơi tiếc k có ny xem cùng :(,0
7160,chuẩn giáo án cặc to,1
7161,năm nay chương trình tấu hài táo quân dẹp tiệm ! nói về diễn hài chỉ đáng xách dép quan chức việt !,1
7162,Chỉ sợ khi a thành công r thì ng phụ nữ bên cạnh a kh phải là e thôi🙈🙈,0
7163,Và từ đó ko ai thấy anh độ nữa,0
7164,Vui quá cô ơii,0
7165,Lệ xồn...=]],1
7166,Ba nay nge noi bu cu chau ba ne,1
7167,Hầy cx khá gần chỗ mình 🙄,0
7168,"bố nó làm to, mẹ nó làm bự",1
7169,Có link cho xem với mấy bạn,0
7170,đâu?,0
7171,Địt cụ chúng nó muốn người dân chở về thời đồ đá mất rồi? Như thế này đỡ phải sử dụng phương tiện? Địt mẹ thằng nào nghĩ ra cái luật lồn này,1
7172,"Giàu thì nói cứt cũng thành cơm,nói gì chả đúng",1
7173,Noi chuyen tao lai nguoi ta hoi ong mot duong ong tra loi mot neo tao Lao,1
7174,Hoàng Thu Hà thế là ảnh sẽ vui lắm nha kkk,0
7175,Gánh gánh cái l má tui bây à. Cái gì củng dân.,1
7176,Bà này thèm chích thiệt,1
7177,Hiếu Lư cmm,1
7178,"Page thối nát ..:)) cứ ông ổng như lợn rống..có giỏi về đây mà cách mạng,tao theo..:))",1
7179,Nghe pepsi nhưng lại rất coca :))),0
7180,Bác mạnh khỏe nhé bác,0
7181,cutee thật sự ❤️,0
7182,Hát như cái đb v,1
7183,Lần đầu tiên nhìn thấy ông đã cảm thấy rất cảm tình mong ông mãi khỏe mạnh ❤,0
7184,GỌI TRẦN DẦN LÀ CON TINH TRÙNG KHUYẾT TẬT.,1
7185,Chỉ cần kí 1 cái là đc cả trăm tỉ mà éo phải đi tù thì tội j ko làm - một a bụng bự cho biết,1
7186,Sam lon la nhieu,1
7187,Cố lên Việt Nam ❤️,0
7188,Huynh Tin Đúng drama,0
7189,8:50,0
7190,Giờ là tới lúc bọn chúng trả thù người biểu tình,1
7191,Ai xin inb tôi đi,0
7192,Bảo dan tri thap thì tự ái :),0
7193,#VTV1 tẩy chai con đỉ Trần Mu,1
7194,Phan Thị Mỹ Dung like đê dm,1
7195,Danh hài vẫn mãi mãi là danh hài thôi thầy ạ.,0
7196,Con bóng này vào làm gì me bóng,1
7197,Cha oi khau nghiep coi chung cai mieng cam bay gio,0
7198,Uầy,0
7199,thương cô thiệt,0
7200,Giờ xem tinh ngủ luôn,0
7201,Ai cho lũ chống Tổ Quốc về nước? Bọn mày mơ...,1
7202,Nhiều người nỗ lực từ lúc đầu thai nên sinh ra đã ở vạch đích 😂😂😂,0
7203,Vậy nên bầu thằng chó ad này làm đê. Nó giỏi lắm,1
7204,Bài nào cũng cmt nhưng vẫn đ đc fan cứng 🤦‍♀️,1
7205,Thắm thối lồn viết văn dài quá. Cần địt gì để ý cái bọn ko biết gì . :)))),1
7206,"Còn mùng còn Tết, hết mùng qua mền ;)",0
7207,triệu hồi phúc nghẹo..trọng lú,1
7208,Ông này bị không bình thường hả mọi ngừi 🤧,1
7209,ông già hay xaolon phết Tùng sói said :)),1
7210,Tôi nói chung chung thế chứ nói riêng mỗi vụ ở Võ Văn Kiệt này hả mấy ông :),0
7211,Chị đẹp lắm,0
7212,Nguyễn Phương Linh sống thật đéo gì,1
7213,Mà sợ r anh à,0
7214,Ko ai cấm ổng : mà xąo múôn chết ông cư' đi tự do kể cả nơi djch bệch già lẩm cẩm ko hiểu nguươì ta nói gì bíên,1
7215,:)))) alo có thằng ngu Mr Gripex ở đây không :v,1
7216,"Xương máu của đồng chí mà chúng nó còn trục lợi, thì mạng sống dân đen có là gì.",1
7217,Chào chi .em thích chi nói chuyên quá,0
7218,Nghĩ đến lúc anh k còn stream nữa thì buồn nhỉ:(),0
7219,Hôm qua em ngủ mơ thầy lập kênh mới 🙂,0
7220,"Trúc Ngân đứng view nha, lượt like còn nhiều hơn lượt xem. 25p đã đc 1tr rồi",0
7221,assmin đi chơi gái bị tống à :)),1
7222,Hư cấu,0
7223,Chi có đôi bàn tay rât đep,0
7224,buồn nôn quá nè anh ơi :)),1
7225,Từ bé đến lớn con chưa bao giờ được chạm vào cái này. Cầu trời 🙏 con chỉ cần được chạm vào nó thôi.,0
7226,Ý thức như l dị đó,1
7227,Việt Nam là 4 còn Thái Lan là 0,0
7228,"đéo làm được con cặc gì ngồi múa phím suy diễn đm tụi bây , làm được cái gì như người ta rồi hãy nói loại ghen ăn tức ở",1
7229,Bố yêu dz lắm tym tym❤️,0
7230,thề chứ ăn mặc như đái tật thế =))),1
7231,Cực kì thuyết phục thầy ơi,0
7232,Cho đi học múa bale luôn,0
7233,Ở cùng một diễn biến 😆😆,0
7234,vừa khóc vừa cười :V,0
7235,Hùng Công Trương Huy Nguyễn Xuân Dong Nguyen mấy xếp coi tình hình cho ae nghĩ để phòng dịch 😄😄😄,0
7236,Quá là phí thời gian,0
7237,9 năm  nữa  Trần  Dân  đã  chết  mất  rồi,1
7238,Đức Tài em đang ở tâm dịch đây anh 😒,0
7239,Đậu xanh rau má thằng DLV nào vào đỡ dùm cái chủ đề này cái :v ? Giải thích sao định hướng XHCN mà lỗ nhiều vậy ?,1
7240,Con xài sim mobi,0
7241,Co dep qua co oi,0
7242,Nghe như bị hiếp dâm vậy đó :)),1
7243,Tim hieu tai lieu khoa hoc di roi noi,0
7244,Sau mà hổn hào quá sau mày lại phân biệt chủng tộc .mày quá đáng rồi linh oi,1
7245,Ok thầy ơi =))),0
7246,Chị Ba làm đéo gì có lol đâu để mà xài giẻ rách hahaha,1
